id,source_url,api_url,retrieved_at,name,type,record_sha256
2a5dcce3-34fb-46c7-950c-cb1451480e6d,https://wellbeing.ubc.ca/audience-category/staff,https://wellbeing.ubc.ca/jsonapi/taxonomy_term/audience_category/2a5dcce3-34fb-46c7-950c-cb1451480e6d,2026-09-10T23:21:54Z,Staff,taxonomy_term--audience_category,d14809dd42ca9662d29458fd642482f3ba160ba4e645f5997dc54e6288f5b5fa
7d55f69b-a4c9-44ba-a439-34121ffb86ee,https://wellbeing.ubc.ca/audience-category/faculty,https://wellbeing.ubc.ca/jsonapi/taxonomy_term/audience_category/7d55f69b-a4c9-44ba-a439-34121ffb86ee,2026-09-10T23:21:54Z,Faculty,taxonomy_term--audience_category,dd403483db6a68ff95e294af2b357d56f49391cda96dbea46fb8df0024b9a857
a0f2e209-1fbf-44f2-aae4-fdd93c9bb35b,https://wellbeing.ubc.ca/audience-category/students,https://wellbeing.ubc.ca/jsonapi/taxonomy_term/audience_category/a0f2e209-1fbf-44f2-aae4-fdd93c9bb35b,2026-09-10T23:21:54Z,Students,taxonomy_term--audience_category,00d528b07583409147d8618261ca45d1555e0fd4e2c8a857eeda44c25edef4ce
