id,category,subcategory,source_id,source_url,api_url,upstream_id,title,content_markdown,content_sha256,campus,audience,source_modified_at,retrieved_at,source_records,links,warnings,markdown_path
prose:recreation:101905,prose,recreation,recreation,https://recreation.ubc.ca/ice/drop-in-ice/,,101905,Drop-In Hockey & Skating Schedule,"> **×**
> 
> ### May 27 \| Limited In\-Person Registration &amp; Bookings
> 
> Due to required system maintenance, there will be impacts to in\-person transactions at UBC Sport Facilities on Wednesday, May 27 from 8:00am – 5:00pm\. [Read more\.](https://recreation.ubc.ca/2026/05/25/in-person-reg-rentals-bookings-limited-may-27/)

Drop\-in ice at the Doug Mitchell Thunderbird Sports Centre provides an easy way to be physically active, and participants of all skill levels are welcome to participate**\.** 

Participants can choose from the following ice sessions: public skating, figure skating, drop\-in hockey, family hockey and stick &amp; puck\. Drop\-in sessions are scheduled throughout the year, and can be viewed below in the drop\-in sports schedule\.

-   [Schedule](https://recreation.ubc.ca/ice/drop-in-ice/#calendar)
-   [Online Reservations &amp; Access](https://recreation.ubc.ca/ice/drop-in-ice/#reservations)
-   [Activities](https://recreation.ubc.ca/ice/drop-in-ice/#activities)
-   [Rates](https://recreation.ubc.ca/ice/drop-in-ice/#rates)
-   [Rules](https://recreation.ubc.ca/ice/drop-in-ice/#rules)
-   [Skate &amp; Helmet Rentals](https://recreation.ubc.ca/ice/drop-in-ice/#equipment)

#### Select or Filter Activities

  
Family HockeyFigure SkatingHockey

Public SkatingStick &amp; Puck

[Info Icon](https://recreation.ubc.ca/wp-content/uploads/2017/08/Icon-_Info.png)

***Please note that the schedules are subject to change** due to unexpected circumstances and we encourage you to bookmark and reference this schedule prior to any visit\. In the event of an unscheduled closure this calendar is the first place that we update\.*

### Online Reservations &amp; Drop\-In Access

All activities require reservations using the online registration system\. These sessions help ensure entry to visitors during peak periods\.

-   **REGISTER – Online registration is required\.** If capacity permits walk\-in guests, they will be asked to complete their booking using the online registration\. Reservations are available up to 48 hours prior to each session start time\. Please do not arrive more than 10 minutes before the scheduled time\.
-   **DROP\-IN** – Entry is first\-come, first\-serve and subject to venue capacity\.

### Activities

| Activity | **Description** |
| --- | --- |
| [**Family Hockey**](https://recreation.ubc.ca/ice/drop-in-ice/#family-hockey) | These sessions require full hockey equipment and may include skaters as young as 6\. Games, scrimmages, and practice are not permitted\. |
| [**Figure Skating**](https://recreation.ubc.ca/ice/drop-in-ice/#figure-skating) | Figure Skating sessions are for skaters who want to work on their jumps, spins, and on\-ice routines\. Figure skaters may practice jumps and spins in the centre area of the ice but no full ice routines\. |
| [**Hockey**](https://recreation.ubc.ca/ice/drop-in-ice/#hockey) | Sessions are intended for full\-sheet, informal, and unofficiated games of hockey\.  Line changes on the fly and pinnies provided\. Full hockey gear is required\. **Goalie registration is free \(call 604\.827\.4324 on session date to register\)\.** |
| [**Public Skating**](https://recreation.ubc.ca/ice/drop-in-ice/#public-skating) | Public skating sessions are for skaters of all abilities and for lap skating only\. Wheelchairs and strollers permitted\. |
| [**Stick &amp; Puck**](https://recreation.ubc.ca/ice/drop-in-ice/#stick-puck) | Stick &amp; Puck sessions are intended for individual work on skating, stickhandling, shooting, and passing skills\. Scrimmages, games, and team training are not permitted\. |

*Additional rules apply for each activity\. Please review rules and etiquette for each activity prior to your next visit\.*

### Rates

- **Row 1**

  - **Header cell 1:**
  
    (empty)
  
  - **Header cell 2:**
  
    UBC Student\[1\]
  
  - **Header cell 3:**
  
    UBC Faculty &amp; Staff
  
  - **Header cell 4:**
  
    UNA/CSC  
    *Adult  
    \(19\-64\)  
    *
  
  - **Header cell 5:**
  
    Public  
    *Adult  
    \(19\-64\)  
    *
  
  - **Header cell 6:**
  
    UNA/CSC  
    *Infant*  
    *\(0\-2\)*
  
  - **Header cell 7:**
  
    Public  
    *Infant  
    \(0\-2\)*
  
  - **Header cell 8:**
  
    UNA/CSC  
    *Child \(3\-11\)*
  
  - **Header cell 9:**
  
    Public  
    *Child*  
    *\(3\-11\)*
  
  - **Header cell 10:**
  
    UNA/CSC  
    *Youth*  
    *\(12\-18\)*
  
  - **Header cell 11:**
  
    Public  
    *Youth*  
    *\(12\-18\)*
  
  - **Header cell 12:**
  
    UNA/CSC  
    *Senior*   
    *\(65\+\)*
  
  - **Header cell 13:**
  
    Public  
    *Senior*  
    *\(65\+\)*

- **Row 2**

  - **Cell 1:**
  
    [Family Hockey](https://recreation.ubc.ca/ice/drop-in-ice/#family-hockey)
  
  - **Cell 2:**
  
    $3\.50
  
  - **Cell 3:**
  
    $6\.00
  
  - **Cell 4:**
  
    $7\.00
  
  - **Cell 5:**
  
    $7\.50
  
  - **Cell 6:**
  
    N/A
  
  - **Cell 7:**
  
    N/A
  
  - **Cell 8:**
  
    $4\.50
  
  - **Cell 9:**
  
    $5\.00
  
  - **Cell 10:**
  
    $4\.50
  
  - **Cell 11:**
  
    $5\.00
  
  - **Cell 12:**
  
    $5\.50
  
  - **Cell 13:**
  
    $6\.00

- **Row 3**

  - **Cell 1:**
  
    [Figure Skating](https://recreation.ubc.ca/ice/drop-in-ice/#figure-skating)
  
  - **Cell 2:**
  
    $3\.50
  
  - **Cell 3:**
  
    $7\.00
  
  - **Cell 4:**
  
    $7\.00
  
  - **Cell 5:**
  
    $9\.00
  
  - **Cell 6:**
  
    N/A
  
  - **Cell 7:**
  
    N/A
  
  - **Cell 8:**
  
    $7\.00
  
  - **Cell 9:**
  
    $9\.00
  
  - **Cell 10:**
  
    $7\.00
  
  - **Cell 11:**
  
    $9\.00
  
  - **Cell 12:**
  
    $5\.00
  
  - **Cell 13:**
  
    $6\.00

- **Row 4**

  - **Cell 1:**
  
    [Hockey](https://recreation.ubc.ca/ice/drop-in-ice/#hockey)
  
  - **Cell 2:**
  
    $3\.50
  
  - **Cell 3:**
  
    $10\.00
  
  - **Cell 4:**
  
    $12\.00
  
  - **Cell 5:**
  
    $14\.00
  
  - **Cell 6:**
  
    N/A
  
  - **Cell 7:**
  
    N/A
  
  - **Cell 8:**
  
    $12\.00
  
  - **Cell 9:**
  
    $14\.00
  
  - **Cell 10:**
  
    $12\.00
  
  - **Cell 11:**
  
    $14\.00
  
  - **Cell 12:**
  
    $12\.00
  
  - **Cell 13:**
  
    $14\.00

- **Row 5**

  - **Cell 1:**
  
    [Public Skating](https://recreation.ubc.ca/ice/drop-in-ice/#public-skating)
  
  - **Cell 2:**
  
    FREE
  
  - **Cell 3:**
  
    $5\.00
  
  - **Cell 4:**
  
    $6\.00
  
  - **Cell 5:**
  
    $7\.00
  
  - **Cell 6:**
  
    FREE
  
  - **Cell 7:**
  
    FREE
  
  - **Cell 8:**
  
    $4\.50
  
  - **Cell 9:**
  
    $5\.00
  
  - **Cell 10:**
  
    $4\.50
  
  - **Cell 11:**
  
    $5\.00
  
  - **Cell 12:**
  
    $5\.50
  
  - **Cell 13:**
  
    $6\.00

- **Row 6**

  - **Cell 1:**
  
    [Stick &amp; Puck](https://recreation.ubc.ca/ice/drop-in-ice/#stick-puck)
  
  - **Cell 2:**
  
    $3\.50
  
  - **Cell 3:**
  
    $6\.00
  
  - **Cell 4:**
  
    $7\.00
  
  - **Cell 5:**
  
    $7\.50
  
  - **Cell 6:**
  
    N/A
  
  - **Cell 7:**
  
    N/A
  
  - **Cell 8:**
  
    $4\.50
  
  - **Cell 9:**
  
    $5\.00
  
  - **Cell 10:**
  
    $4\.50
  
  - **Cell 11:**
  
    $5\.00
  
  - **Cell 12:**
  
    $5\.50
  
  - **Cell 13:**
  
    $6\.00

- **Row 7**

  - **Cell 1:**
  
    Helmet or skate rental
  
  - **Cell 2:**
  
    $4\.50
  
  - **Cell 3:**
  
    $4\.50
  
  - **Cell 4:**
  
    $4\.50
  
  - **Cell 5:**
  
    $4\.50
  
  - **Cell 6:**
  
    $4\.50
  
  - **Cell 7:**
  
    $4\.50
  
  - **Cell 8:**
  
    $4\.50
  
  - **Cell 9:**
  
    $4\.50
  
  - **Cell 10:**
  
    $4\.50
  
  - **Cell 11:**
  
    $4\.50
  
  - **Cell 12:**
  
    $4\.50
  
  - **Cell 13:**
  
    $4\.50

\[1\] To qualify for the UBC Student rate, a UBC Student must be enrolled in courses and paying/paid the Athletics &amp; Recreation student fee\. A delay of up to 24 hours after connecting a UBC Recreation login with a UBC CWL may occur before UBC Students are eligible for student rates and programs\.

### Rules

-   All participants are required to check in at the Doug Mitchell Thunderbird Sports Centre Pro Shop and wear a wristband \(or pinny\) during the entirety of the drop\-in activity\.
    -   All skaters 17 years of age and younger must have a parent or legal guardian sign a waiver at check\-in\.
-   All skaters 12 years of age and younger must be accompanied by an adult on the ice\.
-   Helmets
    -   CSA\-approved hockey helmets are required for all skaters 12 years of age and younger\.
    -   CSA\-approved hockey helmets are strongly recommended for all skaters\.
    -   Bicycle helmets are not permitted\.
-   Skaters must wait until the Zamboni has left the ice surface and rink doors are closed before entering the ice surface\.
-   Unauthorized coaching and lessons not permitted\.
-   Anyone perceived under the influence of drugs and alcohol will be refused entry
-   All participants skate at their own risk

Family Hockey Rules

-   All skaters are required to wear CSA\-approved hockey helmets\.
-   Skaters 16 years of age and younger are required to wear full hockey equipment\.
-   The following activities and items are not permitted:
    -   Goalies, games, drills, or scrimmages\.
    -   Training devices \(including cones\)\.
    -   Aggressive shooting or slap shots\.
    -   Body checking or unnecessary contact\.
-   A maximum of 30 skaters are permitted on ice at any given time\.

Figure Skating Rules

-   All skaters are required to wear figure skates\.
-   The following activities and items are not permitted:
    -   Games, sticks, pucks, or balls\.
    -   Training devices \(including cones\)\.

Hockey Rules

-   All skaters are required to wear full equipment, including a CSA\-approved hockey helmet\.
-   All skaters must provide government issued, photo ID at check\-in\.
-   The following activities and items are not permitted:
    -   Body checking or unnecessary contact\.
-   A maximum of 26 skaters and 2 goalies are permitted for each session\.

Public Skating Rules

-   All persons on ice are required to wear skates\.
-   The following activities and items are not permitted:
    -   Carrying of children on ice – strollers are permitted\.
    -   Speed skates, jumps, spins, or digging of skates into the ice\.
    -   Dangerous activities such as snowballs, throwing of objects, racing, fast skating, weaving through other skaters, etc\.
    -   Games, sticks, pucks, or balls\.
    -   Food or beverages on ice\.

Stick &amp; Puck Rules

-   All skaters are required to wear CSA\-approved hockey helmets\.
-   Skaters 16 years of age and younger are required to wear full hockey equipment\.
-   The following activities and items are not permitted:
    -   Goalies, games, drills, or scrimmages\.
    -   Training devices \(including cones\)\.
    -   Aggressive shooting or slap shots\.
    -   Body checking or unnecessary contact\.
-   A maximum of 30 skaters are permitted on ice at any given time\.

### Hockey &amp; Skate Rentals

Skate and helmet rentals are available for rent from the Doug Mitchell Thunderbird Sports Centre Pro Shop\.",39289a6982d4e8cd362952ba565ac465ba4555c50e8dd74e1a54a97703014340,vancouver,undergraduate_and_shared,2026-05-26T23:43:00Z,2026-08-11T08:49:13Z,"[{""path"": ""campus-services/recreation_pages.json"", ""id"": 101905}]","[{""text"": ""Read more."", ""url"": ""https://recreation.ubc.ca/2026/05/25/in-person-reg-rentals-bookings-limited-may-27/""}, {""text"": ""Schedule"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#calendar""}, {""text"": ""Online Reservations & Access"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#reservations""}, {""text"": ""Activities"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#activities""}, {""text"": ""Rates"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#rates""}, {""text"": ""Rules"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#rules""}, {""text"": ""Skate & Helmet Rentals"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#equipment""}, {""text"": ""Info Icon"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2017/08/Icon-_Info.png""}, {""text"": ""Family Hockey"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#family-hockey""}, {""text"": ""Figure Skating"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#figure-skating""}, {""text"": ""Hockey"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#hockey""}, {""text"": ""Public Skating"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#public-skating""}, {""text"": ""Stick & Puck"", ""url"": ""https://recreation.ubc.ca/ice/drop-in-ice/#stick-puck""}]","[""Imported from an existing source snapshot; retained retrieval time describes that snapshot, not this conversion."", ""Removed executable markup, form controls, or event attributes."", ""A complex table is represented as row/cell lists; merged-cell spans are labelled.""]",prose/recreation/markdown/f49cda3e41f772509f4e37c379f03f2ad80db0b8c1cab07f046c85f62d03277f.md
prose:recreation:102479,prose,recreation,recreation,https://recreation.ubc.ca/tennis/coaches/,,102479,UBC Tennis Coaches,"[Image](https://recreation.ubc.ca/wp-content/uploads/2020/01/JJ-cropped-150x150.jpg)

JJ Mahony

With over 35 years of coaching experience, JJ joined the UBC Tennis Centre in 2011 after serving as Tennis Director at the North Shore Winter Club from 2003 to 2011\. Since arriving at UBC, he has led the program as Tennis Director for more than 15 years, continuing to share his passion for the game with players of all ages and levels\. A highly accomplished competitor, JJ played in junior provincial, national, and international events, and proudly represented Canada at the ITF World Championships in the 35\+ division in New Zealand\. In his current role, JJ oversees all operations at the UBC Tennis Centre and remains dedicated to growing and promoting tennis as a lifelong sport within the community\.

**Experience:**

-   ***Tennis Director*** – UBC Tennis Centre \(2011\-Present\)
-   ***Tennis Director*** – North Shore Winter Club \(2003\-2011\)
-   ***Head Assistant Pro*** – Shaughnessy Golf and Country Club \(2000\-2002\)
-   ***Assistant Pro*** – The Arbutus Club \(1989\-2000\)

[Image](https://recreation.ubc.ca/wp-content/uploads/2016/12/Greg-Macken-Profile-e1774996654310-150x150.png)

Greg Macken

Greg Macken is the Head Coach at the UBC Tennis Centre, where he leads the coaching team and oversees the design and delivery of tennis programs across all age groups and skill levels\. With over 15 years of coaching experience, Greg has worked in a variety of roles focused on program management, coach mentorship, and junior development\.

His coaching background includes experience at the Arbutus Club and St\. George’s School, where he was involved in coaching both recreational and competitive players\. From 2016 to 2022, he served as the Competitive Program Coordinator at UBC Tennis Centre, specializing in junior development and supporting players competing at the provincial level\.

Greg’s approach emphasizes long\-term development, inclusive programming, and fostering a positive learning environment for both athletes and coaches\.

**Experience &amp; Certifications:**

-   ***Head Coach*** *– UBC Tennis Centre \(2022 – Present\)*
-   ***Competitive Program Coordinator*** *– UBC Tennis Centre \(2016 – 2022\)*
-   ***Tennis Coach*** *– UBC Tennis Centre \(2012 – Present\)*
-   ***Tennis Coach*** *– Arbutus Club \(2012 – 2020\)*
-   ***Tennis Coach*** *– St\. George’s School \(2010 – 2014\)*
-   ***UBC Tennis Team*** *\(2014 – 2015\)*
-   ***Course Facilitator –*** *Tennis Canada*
-   ***Club Pro 3 \(in progress\)*** *– Tennis Canada*
-   ***Club Pro 2*** *– Tennis Canada*
-   ***Club Pro 1*** *– Tennis Canada*
-   ***Wheelchair Tennis Certified*** *– Tennis Canada*

[Image](https://recreation.ubc.ca/wp-content/uploads/2020/01/Pete-cropped-150x150.jpg)

Pete Grimsey

Pete Grimsey is the High Performance Director at the UBC Tennis Centre, where he has led one of British Columbia’s top programs since January 2020\. With more than 20 years of coaching experience at public and private clubs in North America, Pete has developed numerous junior athletes from provincial to national levels and helped guide many players to successful NCAA collegiate careers\.

From 2013 to 2019, Pete served as a Provincial Coach with Tennis BC, leading and assisting with training camps as well as travelling with British Columbia’s highest\-ranked junior players to several Canadian National Championships\. He has also travelled with players to the prestigious Little Mo International tournaments in California \(2018\) and Florida \(2019\)\. He has also done contract work for Tennis Canada including a U12 National Training Camp in Montreal and coached Canada’s three top U18 female prospects at the Vancouver ITF J60 tournament in 2019\.

Pete worked as part of Rebecca Marino’s coaching team from 2021 to 2022\. In this role, he assisted with her off\-season training in preparation for 2022 and travelled with her to several tournaments including the 2022 Australian Open where she successfully qualified for the main draw\.

Recognized for his contributions to player development and high\-performance coaching, Pete was awarded the Tennis BC High Performance Coach of the Year in 2016\. He combines an accomplished playing background with extensive coaching experience, bringing a wealth of knowledge and expertise to the UBC Tennis Centre’s High Performance Program\. Pete is passionate about developing athletes both on and off the court and helping them achieve their goals—whether competing at the national level, earning opportunities to play collegiate tennis, or pursuing a professional career\.

**Experience and Certifications**

-   **High Performance Director** – UBC Tennis Centre \(2020–Present\)
-   **WTA Tour Travelling Coach** – Rebecca Marino \(2021–2022\)
-   **Tennis BC Provincial Coach** – U16 Canadian Indoor &amp; Outdoor Championships \(2016–2019\)
-   **Tennis BC Provincial Coach** – U14 Canadian Outdoor National Championships \(2015\)
-   **Tennis Canada Coach** – ITF J60, Vancouver \(2019\)
-   **Tennis Canada Coach** – U12 National Camp, Montreal \(2018\)
-   **Tennis BC Coach** – Little Mo International Tours – California \(2018\) &amp; Florida \(2019\)
-   **Tennis BC Training Camp Coach** \(2013–2019\)
-   **Tennis BC High Performance Coach of The Year** – 2016
-   **Tennis Canada Coach 3 Certification** – Tennis Canada

[Image](https://recreation.ubc.ca/wp-content/uploads/2020/01/Alberto-cropped-150x150.jpg)

Alberto Sanchez

Alberto Sanchez, currently serving as the UBC Tennis Centre Coordinator of Competitive Programs, brings a wealth of tennis expertise to his role\. With Club Pro 2 and Coach 3 certifications from Tennis Canada, Alberto’s coaching journey began in Madrid, where he worked as a Tennis and Padel tennis instructor before relocating to Vancouver in 2016\. 

Throughout his career, Alberto has demonstrated a strong commitment to developing tennis programs for players of all ages and skill levels\. He has worked extensively with both kids and adults, fostering a passion for the sport and helping players reach their full potential\. 

In addition to his work at the UBC Tennis Centre, Alberto has served as a provincial tennis coach for Tennis Alberta at U14 Nationals and Tennis BC at U12 Nationals\. He remains actively involved in provincial tennis camps and national competitions, where he continues to mentor and develop young athletes\. 

Alberto’s dedication to the sport extends beyond coaching\. As a Tennis Canada Course facilitator, he contributes to the education and development of future tennis coaches in Canada\. With his extensive experience and passion for tennis, Alberto is committed to providing top\-notch coaching and guidance to all players at the UBC Tennis Centre\. 

**Experience and Certifications:** 

-   ***Coach 3 Certification*** *– Tennis Canada* 
-   ***Coach 2 Certification*** *– Tennis Canada* 
-   ***Club Pro 2 Certification*** *– Tennis Canada* 
-   ***Wheelchair Tennis Certification*** *– Tennis Canada* 
-   ***Course Facilitator –*** *Tennis Canada* 
-   ***Tennis BC Provincial Coach*** 
-   ***Tennis Alberta Provincial Coach*** 
-   ***Padel Instructor*** 

[Image](https://recreation.ubc.ca/wp-content/uploads/2025/07/IMG_8629-scaled-e1774996286747-150x150.jpg)

Michelle Linhart

Michelle is a born and raised Vancouverite, having spent 16 years coaching competition rock climbing\. A few years ago, she stumbled upon tennis while looking for a change of scenery and fell in love immediately\. An experienced High\-Performance athlete and coach, Michelle holds a Masters in High Performance Coaching at UBC, bolstering her experience and love for the game of Tennis\.  

Michelle is a Club Pro 2 Certified Coach and oversees UBC Tennis Centre’s Events and Mixers, as well a Students, Staff, Faculty and Seniors Programs\. As a leader at the UBC Tennis Centre, Michelle is looking forward to sharing her love of tennis with players of all ages, levels and backgrounds\. 

**Experience &amp; Certifications**:  

-   ***Coordinator, Events and Culture –*** *UBC Tennis Centre* 
-   ***Tennis Instructor Certification*** *– Tennis Canada* 
-   ***Club Pro 1 Certification*** *– Tennis Canada* 
-   ***Club Pro 2 Certification*** *– Tennis Canada* 
-   ***Course Facilitator –*** *Tennis Canada* 
-   ***Advanced Coaching Diploma*** *– CAC* 
-   ***M\.Kin – High Performance Coaching*** *– UBC* 

[Image](https://recreation.ubc.ca/wp-content/uploads/2020/01/John-cropped-150x150.jpg)

John Harkin

John brings over 22 years of competitive tennis experience, having played tournaments as a junior across Canada and competed in Junior ITFs in Florida\. He has been coaching for the past five years, beginning his career in Toronto before relocating to BC, where he coached at the Whistler Racket Club\. Now proudly coaching at the UBC Tennis Centre and overseeing UBC’s Junior Development Programs, John is passionate about every facet of the game and is committed to helping players improve and enjoy the sport\. 

Beyond the court, John’s love for the outdoors shines through in his hobbies, which include snowboarding, hiking, and mountain biking\. A dedicated endurance athlete, he also enjoys running and road cycling, always seeking new challenges\. 

**Experience and Certifications:** 

-   ***Development Program Coordinator –*** *UBC Tennis Centre \(2024\-present\)* 
-   ***Tennis Coach*** *– UBC Tennis Centre \(2022\-2024\)* 
-   ***Tennis Coach –*** *Whistler* *Racket Club \(2019\-2022\)* 
-   ***Tennis Instructor Certification*** *– Tennis Canada* 
-   ***Club Pro 1 Certification*** *– Tennis Canada* 
-   ***Club Pro 2 Certification*** *– Tennis Canada \(2026 competion\)* 

[Image](https://recreation.ubc.ca/wp-content/uploads/2026/03/IMG_6626-scaled-e1774996966312-150x150.jpeg)

Thiago Barrios

Thiago Barros is a Tennis Professional at the UBC Tennis Centre with over 25 years of coaching experience across private clubs, tennis academies, and recreational programs in both Brazil and Canada\. His coaching philosophy emphasizes strong technical foundations, fitness integration, and inclusive instruction for players of all ages and levels\.

Since moving to Vancouver, Thiago has contributed to the coaching teams at the Jericho Tennis Club and worked under Gord Haukas Tennis, developing and leading lessons focused on skill development, fitness, and enjoyment of the sport\. Prior to that, he coached extensively in Brazil at Top Tennis, Chácara do Abaeté, and Niterói Racket Club, where he coordinated youth and adult training programs and organized community tournaments\.

Thiago brings a unique blend of technical tennis instruction and physical education training, with a background in physical therapy and multiple certifications from both Tennis Canada and the Brazilian Tennis Federation\. His coaching style is energetic, student\-centered, and rooted in long\-term athlete development principles\.

**Experience &amp; Certifications:**

-   ***Tennis Professional*** *– UBC Tennis Centre \(2025 – Present\)*
-   ***Tennis Instructor*** *– Jericho Tennis Club, Vancouver \(2019 – 2024\)*
-   ***Tennis Instructor*** *– Gord Haukas Tennis, Vancouver \(2019\)*
-   ***Tennis Instructor*** *– Top Tennis Academy, Brazil \(2007 – 2018\)*
-   ***Tennis Instructor*** *– Chácara do Abaeté, Brazil \(2008 – 2018\)*
-   ***Assistant Coach*** *– Niterói Racket Club, Brazil \(2004 – 2006\)*
-   ***Club Pro 1*** *– Tennis Canada \(2021\)*
-   ***Club Pro 2*** *– Tennis Canada*
-   ***Tennis Instructor Certification*** *– Tennis Canada \(2019\)*
-   ***Tennis Instructor Training Level 1 &amp; 2*** *– Brazilian Tennis Federation \(2008\)*
-   ***International Tennis Workshop*** *– Brazilian Tennis Federation \(2017\)*
-   ***Bachelor in Physical Therapy*** *– Estácio de Sá University, Brazil \(2006\)*

[Image](https://recreation.ubc.ca/wp-content/uploads/2026/03/IMG_8627-scaled-e1774996375937-150x150.jpg)

Asal Hajhadian

Asal was born in Isfahan, Iran, where she discovered her passion for tennis at the age of 18\. What began as a recreational pastime quickly became a central focus of her life\. After competing in numerous tournaments, Asal transitioned to coaching in 2018, gaining valuable experience working with various clubs and diverse groups of players\.

In addition to her tennis journey, Asal worked as a Sports Nutritionist in Iran for 5 years\. Upon moving to Canada, she was determined to continue her coaching career\. She began at the Coquitlam Tennis Centre, earned her instructor certification, and later joined Tennis BC\. Asal leads UBC’s junior tournaments while also working with players of all ages and levels, bringing her expertise and enthusiasm to the court every day\.

**Experience and Certifications:**

-   ***Tennis Coach** – Tennis for Life \(2023\)*
-   ***Tennis Coach** – YMCA Tennis Camps \(2023\)*
-   ***Tennis Coach** – North Shore Winter Club \(2024\)*
-   ***Regional Project Coordinator** – Tennis BC \(2024\-Present\)*
-   ***Sports Nutritionist** \(2017\-2022\)*
-   ***Tennis Instructor Certification** – Tennis Canada*
-   ***Club Pro 1** – Tennis Canada \(completion 2025\)*",0ae748535a7bd769a387ee73232547d54333cdfd37f841b70db6ab9af2c32fc7,vancouver,undergraduate_and_shared,2026-03-24T01:00:39Z,2026-08-11T08:49:13Z,"[{""path"": ""campus-services/recreation_pages.json"", ""id"": 102479}]","[{""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2020/01/JJ-cropped-150x150.jpg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2016/12/Greg-Macken-Profile-e1774996654310-150x150.png""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2020/01/Pete-cropped-150x150.jpg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2020/01/Alberto-cropped-150x150.jpg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2025/07/IMG_8629-scaled-e1774996286747-150x150.jpg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2020/01/John-cropped-150x150.jpg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2026/03/IMG_6626-scaled-e1774996966312-150x150.jpeg""}, {""text"": ""Image"", ""url"": ""https://recreation.ubc.ca/wp-content/uploads/2026/03/IMG_8627-scaled-e1774996375937-150x150.jpg""}]","[""Imported from an existing source snapshot; retained retrieval time describes that snapshot, not this conversion.""]",prose/recreation/markdown/bcf559052d423862fd7ebddc9f0f9d1456c75317847e0714f3fd632e0b2173b6.md
prose:recreation:104629,prose,recreation,recreation,https://recreation.ubc.ca/get-moving/move-u-crew/book-the-move-u-crew-form/,,104629,Book the Move U Crew form,For anyone who wants to book the Move U Crew for an event/meeting/conference/program\.,9885a96a6c713238ec286d6af3abc6e8899db3b19e4591f0fd01e0d0747310cb,vancouver,undergraduate_and_shared,2023-09-26T18:05:21Z,2026-08-11T08:49:13Z,"[{""path"": ""campus-services/recreation_pages.json"", ""id"": 104629}]",[],"[""Imported from an existing source snapshot; retained retrieval time describes that snapshot, not this conversion."", ""Removed executable markup, form controls, or event attributes.""]",prose/recreation/markdown/3fc4e3818fa2a6ccbb566314ba6185db3350f843e53011f692e8bdaa6888844d.md
