id,source_url,campus,retrieved_at,branch_id,month,rules,additional_hours_urls,request_url,request_parameters,record_sha256
library_hours:33:2026-10,https://hours.library.ubc.ca/#ask,,2026-09-10T23:22:28Z,library_hours:33,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""10am - 9pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""Closed* (Thanksgiving)""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 33, ""year"": 2026, ""month"": 10}",509e9d4639bc722998da267af24c781514ec4c9fdae3703052ac44c728bd0868
library_hours:33:2026-11,https://hours.library.ubc.ca/#ask,,2026-09-10T23:22:28Z,library_hours:33,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""10am - 9pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""Closed* (Remembrance Day )""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 33, ""year"": 2026, ""month"": 11}",621c993a766acfb3130ed9bcf5c70b54aabb6401aaa1a9d4151ad564773e655f
library_hours:33:2026-12,https://hours.library.ubc.ca/#ask,,2026-09-10T23:22:28Z,library_hours:33,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""10am - 9pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Dec 11-22"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-31"", ""hours_text"": ""Closed*""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 33, ""year"": 2026, ""month"": 12}",393e66f11d43f25dfcef9918fd596857d6103f467094fb77cc030bfc31513263
library_hours:34:2026-09,https://hours.library.ubc.ca/#gallery,vancouver,2026-09-10T23:22:28Z,library_hours:34,2026-09,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Tue"", ""hours_text"": ""Closed*""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Wed-Sat"", ""hours_text"": ""10am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 7"", ""hours_text"": ""Closed* (Labour Day)""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 30"", ""hours_text"": ""Closed* (NDTR)""}]","[""https://gallery.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 34, ""year"": 2026, ""month"": 9}",2b36dd83cfb123b8bb7caee06ff92e1d98dc8941bae1e78fd166ed1837421755
library_hours:34:2026-10,https://hours.library.ubc.ca/#gallery,vancouver,2026-09-10T23:22:28Z,library_hours:34,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Tue"", ""hours_text"": ""Closed*""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Wed-Sat"", ""hours_text"": ""10am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""Closed* (Thanksgiving)""}]","[""https://gallery.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 34, ""year"": 2026, ""month"": 10}",9c6d90ce4ea2726b12e337da1c8566bf464590a4f561584e0cde281cfff09d68
library_hours:34:2026-11,https://hours.library.ubc.ca/#gallery,vancouver,2026-09-10T23:22:28Z,library_hours:34,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Tue"", ""hours_text"": ""Closed*""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Wed-Sat"", ""hours_text"": ""10am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""Closed* (Remembrance Day )""}]","[""https://gallery.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 34, ""year"": 2026, ""month"": 11}",5f67daeff3557e9e2c5edb82e62984ee75b104103321eac8fe8ce9a47eb392da
library_hours:34:2026-12,https://hours.library.ubc.ca/#gallery,vancouver,2026-09-10T23:22:28Z,library_hours:34,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Tue"", ""hours_text"": ""Closed*""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Wed-Sat"", ""hours_text"": ""10am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-24"", ""hours_text"": ""10am - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 25-31"", ""hours_text"": ""Closed*""}]","[""https://gallery.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 34, ""year"": 2026, ""month"": 12}",a98f4143fa7d7a91695eef0381f5ee84319a9caedb737af2c807c03620d46968
library_hours:3:2026-09,https://hours.library.ubc.ca/#asian,vancouver,2026-09-10T23:22:28Z,library_hours:3,2026-09,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 7pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 4pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 1-4"", ""hours_text"": ""9am - 5pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 5-6"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 7"", ""hours_text"": ""Closed* (Labour Day)""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 30"", ""hours_text"": ""Closed* (NDTR)""}]","[""https://asian.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 3, ""year"": 2026, ""month"": 9}",2a815fe70f72b88bba14c018750a8b737975edcb223c6bcd3bb2fcb84d3f8adc
library_hours:3:2026-10,https://hours.library.ubc.ca/#asian,vancouver,2026-09-10T23:22:28Z,library_hours:3,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 7pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 4pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""Closed* (Thanksgiving)""}]","[""https://asian.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 3, ""year"": 2026, ""month"": 10}",085f319d229d7c072db934b3e288a9b8c023c47b9b0f981016257cbd874d55ec
library_hours:3:2026-11,https://hours.library.ubc.ca/#asian,vancouver,2026-09-10T23:22:28Z,library_hours:3,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 7pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 4pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Nov 9-10"", ""hours_text"": ""9am - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""Closed* (Remembrance Day )""}]","[""https://asian.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 3, ""year"": 2026, ""month"": 11}",d144fee55f783011b605b3fc3aa8a20facacd2fd2c14112067c7f29d13bd7583
library_hours:3:2026-12,https://hours.library.ubc.ca/#asian,vancouver,2026-09-10T23:22:28Z,library_hours:3,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 7pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 5pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat"", ""hours_text"": ""11am - 4pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sun"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-24"", ""hours_text"": ""9am - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 25-31"", ""hours_text"": ""Closed*""}]","[""https://asian.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 3, ""year"": 2026, ""month"": 12}",bdc9fb8b657c205f650cbaa12e47e2c277a2b070015d474ee4471a99f4d4491e
library_hours:4:2026-09,https://hours.library.ubc.ca/#davidlam,vancouver,2026-09-10T23:22:28Z,library_hours:4,2026-09,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 8pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""12pm - 5pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 1-4"", ""hours_text"": ""9am - 5pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 5-6"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 7"", ""hours_text"": ""Closed* (Labour Day)""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 30"", ""hours_text"": ""Closed* (NDTR)""}]","[""https://lam.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 4, ""year"": 2026, ""month"": 9}",962ad81f7f64f4b9273feddfdfb685898bd961e42d28e612ff3adda3e2b3970d
library_hours:4:2026-10,https://hours.library.ubc.ca/#davidlam,vancouver,2026-09-10T23:22:28Z,library_hours:4,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 8pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""12pm - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""Closed* (Thanksgiving)""}]","[""https://lam.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 4, ""year"": 2026, ""month"": 10}",e78862606b629078f112c90f202d33ed44ee625792ba83cbfc21120359df2b44
library_hours:4:2026-11,https://hours.library.ubc.ca/#davidlam,vancouver,2026-09-10T23:22:28Z,library_hours:4,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 8pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""12pm - 5pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Nov 9-10"", ""hours_text"": ""9am - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""Closed* (Remembrance Day )""}]","[""https://lam.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 4, ""year"": 2026, ""month"": 11}",54ba76fbfe15546142e643bb541aaabe5b46c879670ce850ae17c582ef801e06
library_hours:4:2026-12,https://hours.library.ubc.ca/#davidlam,vancouver,2026-09-10T23:22:28Z,library_hours:4,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 9pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 8pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""12pm - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-24"", ""hours_text"": ""9am - 5pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 25-31"", ""hours_text"": ""Closed*""}]","[""https://lam.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 4, ""year"": 2026, ""month"": 12}",c5949c1e18a4ec4afbf780c238047ae575808ea130a8e4796f83d1bf8cbdd08c
library_hours:6:2026-09,https://hours.library.ubc.ca/#ikblc,vancouver,2026-09-10T23:22:28Z,library_hours:6,2026-09,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Sun"", ""hours_text"": ""6am - 12am""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 7"", ""hours_text"": ""6am - 12am (Labour Day)""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 30"", ""hours_text"": ""6am - 12am""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 6, ""year"": 2026, ""month"": 9}",e3c94943a34adcbf31f17685ddbfa41ef806e62b96435824d33d0859ae9e8f2e
library_hours:6:2026-10,https://hours.library.ubc.ca/#ikblc,vancouver,2026-09-10T23:22:28Z,library_hours:6,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Sun"", ""hours_text"": ""6am - 12am""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""6am - 12am""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 6, ""year"": 2026, ""month"": 10}",b471c975e8e16e4c6d5ed5c4d7810cbc5ddf275fa0c15d19459ad5eecef2cfdf
library_hours:6:2026-11,https://hours.library.ubc.ca/#ikblc,vancouver,2026-09-10T23:22:28Z,library_hours:6,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Sun"", ""hours_text"": ""6am - 12am""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Nov 9-10"", ""hours_text"": ""6am - 12am""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""6am - 12am""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 6, ""year"": 2026, ""month"": 11}",0c845ea553ca987c8609d4a6241b8eba90baf40398d648564511406845d20918
library_hours:6:2026-12,https://hours.library.ubc.ca/#ikblc,vancouver,2026-09-10T23:22:28Z,library_hours:6,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Sun"", ""hours_text"": ""6am - 12am""}, {""category"": ""exam"", ""heading"": ""Exam Hours (Dec 12-Dec 22)"", ""selector"": ""Mon-Sun"", ""hours_text"": ""6am - 1am""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-31"", ""hours_text"": ""8am - 8pm""}]",[],https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 6, ""year"": 2026, ""month"": 12}",85ca3bfe323060911b276bd0f76906768b022b37513ed6f6be330548e78d497f
library_hours:7:2026-09,https://hours.library.ubc.ca/#library,vancouver,2026-09-10T23:22:28Z,library_hours:7,2026-09,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 10pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 6pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""11am - 6pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 1-4"", ""hours_text"": ""10am - 6pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Sep 5-6"", ""hours_text"": ""Closed*""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 7"", ""hours_text"": ""Closed* (Labour Day)""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Sep 30"", ""hours_text"": ""Closed* (NDTR)""}]","[""https://maa.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 7, ""year"": 2026, ""month"": 9}",bceb25b95c08bcf5a53bdda59bb8dd5490279593c0837a2fe2fea6e1ba4e3ca6
library_hours:7:2026-10,https://hours.library.ubc.ca/#library,vancouver,2026-09-10T23:22:28Z,library_hours:7,2026-10,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 10pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 6pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""11am - 6pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Oct 12"", ""hours_text"": ""Closed* (Thanksgiving)""}]","[""https://maa.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 7, ""year"": 2026, ""month"": 10}",c588edf2cb1cdb9695037b992ddf0305521654c5a8e501f5793f2b5b2847d339
library_hours:7:2026-11,https://hours.library.ubc.ca/#library,vancouver,2026-09-10T23:22:28Z,library_hours:7,2026-11,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 10pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 6pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""11am - 6pm""}, {""category"": ""exception"", ""heading"": ""Exception Hours"", ""selector"": ""Nov 9-10"", ""hours_text"": ""10am - 6pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Nov 11"", ""hours_text"": ""Closed* (Remembrance Day )""}]","[""https://maa.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 7, ""year"": 2026, ""month"": 11}",78cdecba5457aa2b1f0d2343cd1d78bb61d291d91009ce7e899b45ff776e1129
library_hours:7:2026-12,https://hours.library.ubc.ca/#library,vancouver,2026-09-10T23:22:28Z,library_hours:7,2026-12,"[{""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Mon-Thu"", ""hours_text"": ""9am - 10pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Fri"", ""hours_text"": ""9am - 6pm""}, {""category"": ""regular"", ""heading"": ""Regular Hours (Sep 1-Dec 22)"", ""selector"": ""Sat-Sun"", ""hours_text"": ""11am - 6pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 23-24"", ""hours_text"": ""10am - 6pm""}, {""category"": ""holiday"", ""heading"": ""Holiday Hours"", ""selector"": ""Dec 25-31"", ""hours_text"": ""Closed*""}]","[""https://maa.library.ubc.ca/""]",https://hours.library.ubc.ca/includes/calendar.inc.php,"{""location_id"": 7, ""year"": 2026, ""month"": 12}",2348615198edd8b6379e60416b6873f0e10f763046c0122a93c80ab74ff0d20a
